번호,제목,저자,출판사,출판일,참고문헌양식
16.0,Big-Data and the Question of Horizontal and Vertical Intelligence: A Discussion on Disaster Management,"Benaben,  Frederick; Montarnal,  Aurelie; Fertier,  Audrey; Truptil,  Sebastien",Springer.,2016.0,
17.0,Big-Data for Satellite Yearly Reports Generation (AIAA 2018-2368),"Hennion, Nicolas",AIAA,2018.0,
18.0,Big-Data-Anwendungsfälle methodisch erarbeiten,"Franz, T.",Springer Science + Business Media,2015.0,
19.0,Big-Data Tensor Recovery for High-Dimensional Uncertainty Quantification of Process Variations,"Zhang, Z.; Weng, T.; Daniel, L.",IEEE,2017.0,
20.0,Big-data and machine learning to revamp computational toxicology and its use in risk assessment,"Luechtefeld, T.; Rowlands, C.; Hartung, T.",Royal Society of Chemistry,2018.0,
21.0,Big-data Feature Screening Using Bregman Divergence,"Cheng, J.; Cheng, Q.; Zargham, M.",United States; CSREA,2011.0,
22.0,"Big-Data Analytics Drives Parking Policy: Evaluating Adherence to Meter Time Limits in Washington, D.C","Liang,  Xiaomeng; Pérez,  Benito O.; Dey,  Soumya S.; Haney,  Heather; Kim,  Jasmin Y.","Washington, DC; National Academy Press; 1998",2016.0,
23.0,Big-Data Approach for Three-Dimensional Building Extraction from Aerial Laser Scanning,"Aljumaily,  Harith; Laefer,  Debra F.; Cuadra,  Dolores",ASCE AMERICAN SOCIETY OF CIVIL ENGINEERS,2016.0,
24.0,Big-Data-Driven Stem Cell Science and Tissue Engineering: Vision and Unique Opportunities,"Del Sol, Antonio; Thiesen, Hans J.; Imitola, Jaime; Carazo Salas, Rafael E.",ELSEVIER SCIENCE B.V; AMSTERDAM,2017.0,
25.0,Big-Sensing-Data Curation for the Cloud is Coming: A Promise of Scalable Cloud-Data-Center Mitigation for Next-Generation IoT and Wireless Sensor Networks,"Yang, C.; Puthal, D.; Mohanty, S.; Kougianos, E.",IEEE,2017.0,
26.0,Big-data analytics framework for incorporating smallholders in sustainable palm oil production,"Shukla, Manish; Tiwari, Manoj Kumar",Taylor & Francis,2017.0,
27.0,Big-Data Based Real-Time Interactive Growth Management System in Wireless Communications,"Kim, Jonghun; Jang, Heetae; Kim, Jong Tak; Pan, Hee-Jun; Park, Roy C.",Springer Nature,2018.0,
28.0,Big-data-based edge biomarkers: study on dynamical drug sensitivity and resistance in individuals,"Zeng, T.; Zhang, W.; Yu, X.; Liu, X.; Li, M.; Chen, L.",Oxford University Press,2016.0,
29.0,Big-data analysis of phase-formation rules in high-entropy alloys,"Zhao, Wan-li; Miao, Ding-hao; Zhang, Yong; He, Zhan-bing","ELSEVIER SCIENCE B.V., AMSTERDAM",2017.0,
30.0,Big-Data-Geschäftsmodelle — die drei Seiten der Medaille,"Hecker, D.",Springer Science + Business Media,2016.0,
31.0,Big-Data-Technologien in der Fahrzeugentwicklung,"Abthoff, T.",Springer Science + Business Media,2016.0,
32.0,Big-Data Method to Advance Public Health Informatics: Smarter Public Health Prevention System (SPHPS),"Jalali,  Arash; Rahden,  Douglas; Heintz,  Joerg; Filla,  Greg; DiNovi,  Jason; Mensah,  Edward",American Medical Informatics Association,2016.0,
33.0,Big-Data Based Online State of Charge Estimation and Energy Consumption Prediction for Electric Vehicles,"Zhang,  Zhiyun; Huang,  Miaohua; Chen,  Yupu; Gao,  Dong",Society of Automotive Engineers,2016.0,
34.0,Big-data clustering with interval type-2 fuzzy uncertainty modeling in gene expression datasets,"Shukla, Amit K.; Muhuri, Pranab K.","Elsevier Science B.V., Amsterdam.",2019.0,
35.0,Big-Data-Based Intelligent Spectrum Sensing for Heterogeneous Spectrum Communications in 5G,"Liu, Xin; Sun, Qingquan; Lu, Weidang; Wu, Celimuge; Ding, Hua",IEEE,2020.0,
36.0,Big-Data Challenge Advances highlight big issues,unknown,BEIJING REVIEW,2014.0,
37.0,Big-data business models: A critical literature review and multiperspective research framework,"Wiener, Martin; Saunders, Carol; Marabelli, Marco",Palgrave Macmillan,2020.0,
38.0,Big-Data Science: Infrastructure Impact,"Monga, Inder; Prabhat,",INDIAN NATIONAL SCIENCE ACADEMY,2018.0,
39.0,BIG DATA/BIG COMPUTE TECHNOLOGIES AND THE REALM OF POSSIBILITIES: The Emergence of Real-Time Risk Enterprises in the Capital Markets Industry,MAYIZ HABBAL,Institutional Investor,2014.0,
40.0,Big-Data Mechanisms and Energy-Policy Design,"Pat,  Ankit; Larson,  Kate; Keshav,  Srinivasen",American Association for Artificial Intelligence,2016.0,
41.0,Big-data-driven safety decision-making: A conceptual framework and its influencing factors,"Huang, Lang; Wu, Chao; Wang, Bing; Ouyang, Qiumei","Elsevier Science B.V., Amsterdam.",2018.0,
42.0,Big-Data Science: Infrastructure Impact,"Monga, Inder; Prabhat,",INDIAN NATIONAL SCIENCE ACADEMY,2018.0,
43.0,Data Transfer Scheduling for Maximizing Throughput of Big-Data Computing in Cloud Systems,"Xie, R.; Jia, X.",IEEE,2018.0,
44.0,Big-Data Streaming Applications Scheduling with Online Learning and Concept Drift Detection,"Kanoun, Karim; van der Schaar, Mihaela",IEEE Computer Society,2015.0,
45.0,"Big-Data - Theoretical, Engineering and Analytics Perspective","Agneeswaran, V.S.",SPRINGER-VERLAG,2012.0,
46.0,BIG-DATA APPROACHES TO PROTEIN STRUCTURE PREDICTION Metagenomics sequence data give protein structure prediction a boost,"Söding,  J.",AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2017.0,
47.0,Big-Data-Based Power Battery Recycling for New Energy Vehicles: Information Sharing Platform and Intelligent Transportation Optimization,"Yu, Haijun; Dai, Hongliang; Tian, Guangdong; Xie, Yinghao; Wu, Benben; Zhu, Ying; Li, Hongliang; Wu, Han",IEEE,2020.0,
48.0,Big-data x-ray phase contrast imaging simulation challenges [9594-17],unknown,The Society,2015.0,
49.0,Big-data for building energy performance: Lessons from assembling a very large national database of building energy use,Paul A. Mathew; Laurel N. Dunn,ELSEVIER,2015.0,
50.0,Big-Data Approaches for Bioinformatics Workflows: A Comparative Assessment,"Nunes,  Rickey T. P.; Deshpande,  Santosh L.",Springer,2016.0,
51.0,Big-Data Visualization,"Keim, D.; Qu, H.; Ma, K. L.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2013.0,
52.0,Big-data analysis for carbon emission reduction from cars: Towards walkable green smart community,"Yamagata, Yoshiki; Murakami, Daisuke; Wu, Yihan; Yang, Perry Pei-Ju; Yoshida, Takahiro; Binder, Robert","Elsevier Science B.V., Amsterdam",2019.0,
53.0,Big-Data Reflection High Energy Electron Diffraction Analysis for Understanding Epitaxial Film Growth Processes,"Vasudevan, R.K.; Tselev, A.; Baddorf, A.P.; Kalinin, S.V.",AMERICAN CHEMICAL SOCIETY,2014.0,
54.0,Big-Data Cloud Services Platform for Growth Enterprises with Adaptive Exception Handling and Parallelized Data Mining,"Wen, Yazhi; Bo, Hu; Wen, Bin",Springer,2017.0,
55.0,"A big-data analysis of political rhetoric relating the developments of the United States, China, and global powers","Carter, Patrick; Wang, Jeffrie; Chau, Davis",Emerald Publishing,2020.0,
56.0,A big-data oriented recommendation method based on multi-objective optimization,"Xu, Chonghuan","Elsevier Science B.V., Amsterdam.",2019.0,
57.0,A Big-Data-based platform of workers' behavior: Observations from the field,"Guo, S.Y.; Ding, L.Y.; Luo, H.B.; Jiang, X.Y.","Elsevier Science B.V., Amsterdam.",2016.0,
58.0,Social Big-Data-Based Content Dissemination in Internet of Vehicles,"Zhou, Z.; Gao, C.; Xu, C.; Zhang, Y.; Mumtaz, S.; Rodriguez, J.",IEEE,2018.0,
59.0,Persisting big-data: The NoSQL landscape,"Corbellini, Alejandro; Mateos, Cristian; Zunino, Alejandro; Godoy, Daniela; Schiaffino, Silvia","Elsevier Science B.V., Amsterdam.",2017.0,
60.0,A big–data security mechanism based on fully homomorphic encryption using cubic spline curve public key cryptography,"Krishna, Addepalli V. N.",Taylor and Francis,2018.0,
61.0,"A Big-Data Approach to Understanding the Thematic Landscape of the Field of Business Ethics, 1982–2016","Liu, Ying; Mai, Feng; MacDonald, Chris",Springer Nature,2018.0,
62.0,Sears' Big-Data Strategy? Just a Service Call Away,"Wahba, Phil",Time Inc.,2015.0,
63.0,Industrial big-data-driven and CPS-based adaptive production scheduling for smart manufacturing,"Qiao, Fei; Liu, Juan; Ma, Yumin",Taylor & Francis,2021.0,
64.0,A big-data analytics method for capturing visitor activities and flows: the case of an island country,"Miah, Shah Jahan; Vu, HuyQuan; Gammack, John",Springer Nature,2019.0,
65.0,Applying big-data technologies to network architecture,unknown,L M ERICSSON,2012.0,
66.0,Using Big-data and Surface Fitting to Improve Aircraft Safety Through the Study of Relationships and Anomalies,"Wooder, Duncan; Purvis, Alan; McWilliam, Richard","Elsevier Science B.V., Amsterdam",2017.0,
67.0,A Big-Data Approach to Contemporary French Politics,"Sobanet, Andrew; Singh, Lisa",Taylor & Francis,2020.0,
68.0,Mobile big-data-driven rating framework: measuring the relationship between human mobility and app usage behavior,"Qiao, Y.; Zhao, X.; Yang, J.; Liu, J.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016.0,
69.0,A big-data driven approach to analyzing and modeling human mobility trend under non-pharmaceutical interventions during COVID-19 pandemic,"Hu, Songhua; Xiong, Chenfeng; Yang, Mofeng; Younes, Hannah; Luo, Weiyu; Zhang, Lei","Elsevier Science B.V., Amsterdam",2021.0,
70.0,Becoming data-savvy in a big-data world,"Xu, Meng; Rhee, Seung Yon","Elsevier Science B.V., Amsterdam.",2014.0,
71.0,Using Big-data and Surface Fitting to Improve Aircraft Safety Through the Study of Relationships and Anomalies,"Wooder, Duncan; Purvis, Alan; McWilliam, Richard","Elsevier Science B.V., Amsterdam",2017.0,
72.0,A Big-Data-based platform of workers’ behavior: Observations from the field,"Guo, S.Y.; Ding, L.Y.; Luo, H.B.; Jiang, X.Y.","Elsevier Science B.V., Amsterdam.",2016.0,
73.0,Distributed Big-Data Optimization via Blockwise Gradient Tracking,"Notarnicola, Ivano; Sun, Ying; Scutari, Gesualdo; Notarstefano, Giuseppe",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021.0,
74.0,"Real-world big-data studies in laboratory medicine: Current status, application, and future considerations","Ma, Chaochao; Wang, Xinlu; Wu, Jie; Cheng, Xinqi; Xia, Liangyu; Xue, Fang; Qiu, Ling","Elsevier Science B.V., Amsterdam.",2020.0,
75.0,"The Big-Data-Driven Intelligent Wireless Network: Architecture, Use Cases, Solutions, and Future Trends","I, C.; Sun, Q.; Liu, Z.; Zhang, S.; Han, S.","Institute of Electrical and Electronics Engineers, Inc.",2017.0,
76.0,Streetlytics: Big-Data for Real Estate Market Analysis,"Thrall,  Grant",unknown,2015.0,
77.0,A big-data method to predict the targets of small molecules and accelerate drug discovery,"Madhukar, N.; Khade, P.; Huang, L.; Gayvert, K.; Paraskevi, G.; Elemento, O.","Elsevier Science B.V., Amsterdam.",2016.0,
78.0,Dynamic Big-Data Broadcast in Fat-Tree Data Center Networks With Mobile IoT Devices,unknown,THE INSTITUTE OF ELECTRICAL AND ELECTRONICS AND ELECTRONICS ENGINEERS,2019.0,
79.0,Selbstlernende Big-Data-Analysen für intelligentes Energiemanagement,"Hilt, B.",Springer Science + Business Media,2015.0,
80.0,"The big-data jobs outlook is encouraging. | GM plans to hire 3,000 HP employees",unknown,CW COMMUNICATIONS INC.,2012.0,
81.0,"A Big-Data Perspective on AI: Newton, Merton, and Analytics Intelligence","Wang, F. Y.",COMPUTER SOCIETY,2012.0,
82.0,A big-data analysis of human-nature relations in newspaper coverage,"Jaung, Wanggi; Carrasco, L. Roman","Elsevier Science B.V., Amsterdam.",2022.0,
83.0,A big-data model for multi-modal public transportation with application to macroscopic control and optimisation,"Faizrahnemoon, Mahsa; Schlote, Arieh; Maggi, Lorenzo; Crisostomi, Emanuele; Shorten, Robert",Taylor & Francis,2015.0,
84.0,A Big-Data Analysis of Disaster Information Dissemination in South Korea,"Hwang, Yongsuk; Jeong, Jaekwan; Jin, Eun-Hyeong; Yu, Hee Ra; Jung, Dawoon",Springer,2018.0,
85.0,Ecology Big-data approaches lead to an increased understanding of the ecology of animal movement,"Nathan, R.",AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2022.0,
86.0,"A big-data spatial, temporal and network analysis of bovine tuberculosis between wildlife (badgers) and cattle","Moustakas, A.; Evans, M. R.",Springer Science + Business Media,2017.0,
87.0,"Recent Big-Data Struggles Are 'Birthing Pains,' Researchers Say.","PARRY, MARC.","Chronicle of higher education, etc",2014.0,
88.0,BIFM: Big-Data Driven Intelligent Forecasting Model for COVID-19,"Dash, Sujata; Chakraborty, Chinmay; Giri, Sourav Kumar; Pani, Subhendu Kumar; Frnda, Jaroslav",IEEE,2021.0,
89.0,"As Big-Data Companies Enter the Classroom, a Pioneer Issues a Warning","BLUMENSTYK, GOLDIE","Chronicle of higher education, etc ",2016.0,
90.0,Distributed Partitioned Big-Data Optimization via Asynchronous Dual Decomposition,unknown,IEEE,2018.0,
91.0,Research of Big-Data Mining Visualization Application,"Zhang, C.",Springer Science + Business Media,2014.0,
92.0,A Tensor-Based Big-Data-Driven Routing Recommendation Approach for Heterogeneous Networks,"Wang, Xiaokang; Yang, Laurence T.; Kuang, Liwei; Liu, Xingang; Zhang, Qingxia; Deen, M. Jamal",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2019.0,
93.0,Lessons for big-data projects,"Birney, E.",Nature Publishing Group,2012.0,
94.0,A Comprehensive Big-Data-Based Monitoring System for Yield Enhancement in Semiconductor Manufacturing,"Nakata, K.; Orihara, R.; Mizuoka, Y.; Takagi, K.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2017.0,
95.0,Leveraging The Big-Data Revolution: CMS Is Expanding Capabilities To Spur Health System Transformation,"Brennan, N.; Oelschlaeger, A.; Cox, C.; Tavenner, M.",PROJECT HOPE,2014.0,
96.0,Four Health Data Networks Illustrate The Potential For A Shared National Multipurpose Big-Data Network,"Curtis, L.H.; Brown, J.; Platt, R.",PROJECT HOPE,2014.0,
97.0,A Cloud Big-Data-Driven Dynamics Control Approach for Unmanned Ground Vehicles for Safety Improving,"Jiang, Xu; Ni, Jun; Wu, Jiafeng; Yang, Xu",IEEE Institute of Electrical & Electronics,2022.0,
98.0,IBM stellt Big-Data-Services aus Twitter vor,unknown,SPRINGER SCIENCE + BUSINESS MEDIA,2015.0,
99.0,Traditional vs. big-data fashion trend forecasting: an examination using WGSN and EDITED,Mikayla DuBreuil; Sheng Lu,TAYLOR & FRANCIS GROUP,2020.0,
100.0,Optimizing Read-Once Data Flow in Big-Data Applications,"Morad, T. Y.; Shomron, G.; Erez, M.; Kolodny, A.; Weiser, U. C.",IEEE Computer Society,2017.0,
1.0,The Library: Big Data’s Boomtown,"Reinhalter, Lauren; Wittmann, Rachel J.",Taylor & Francis,2014.0,
2.0,Augmenting Reality: (Big‐)Data‐informed Urban Design and Planning,"Tunçer, Bige","John Wiley & Sons, Ltd",2020.0,
3.0,Technology Talk: Big Data: A Law Enforcement Tool the Public Supports,"Martin,  Tim",INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,2015.0,
4.0,Using small data to interpret big data: 311 reports as individual contributions to informal social control in urban neighborhoods,"O'Brien, D. T.","Elsevier Science B.V., Amsterdam",2016.0,
5.0,"Mobile Social Big Data: WeChat Moments Dataset, Network Applications, and Opportunities","Zhang, Y.; Li, Z.; Gao, C.; Bian, K.; Song, L.; Dong, S.; Li, X.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2018.0,
6.0,Integration of Big Data: A Survey,"Hui, Jingya; Li, Lingli; Zhang, Zhaogong",Springer,2018.0,
7.0,Mixed-Initiative for Big Data: The Intersection of Human + Visual Analytics + Prediction,"Makonin,  Stephen; McVeigh,  Daniel; Stuerzlinger,  Wolfgang; Tran,  Khoa; Popowich,  Fred",IEEE,2016.0,
8.0,Breaking the 'big data' barrier when selecting agricultural export markets: an innovative approach,"Cameron, Martin; Viviers, Wilma; Steenkamp, Ezra",Taylor & Francis,2017.0,
9.0,Experiences with big data: Accounts from a data scientist's perspective,"Kulahci, Murat; Frumosu, Flavia Dalia; Khan, Abdul Rauf; Rønsch, Georg Ørnskov; Spooner, Max Peter",Taylor & Francis,2020.0,
10.0,What's the Big Deal About BIG DATA?,"Sherman, Chris",Information Today,2014.0,
11.0,Bayes and big data: the consensus Monte Carlo algorithm,"Scott, Steven L.; Blocker, Alexander W.; Bonassi, Fernando V.; Chipman, Hugh A.; George, Edward I.; McCulloch, Robert E.",Taylor & Francis,2016.0,
12.0,Microbiology Meets Big Data: The Case of Gut Microbiota-Derived Trimethylamine,"Falony,  Gwen; Vieira-Silva,  Sara; Raes,  Jeroen",ANNUAL REVIEWS INC,2015.0,
13.0,Dealing with big data: comparing dimension reduction and shrinkage regression methods,"Hamedani, Hamideh D.; Sadat Moosavi, Sara",Taylor & Francis,2017.0,
14.0,Music and big data: a new frontier,"Greenberg, David M; Rentfrow, Peter J",Elsevier Science B.V. Amsterdam,2017.0,
15.0,Mapping the data shadows of Hurricane Sandy: Uncovering the sociospatial dimensions of 'big data',"Shelton, T.; Poorthuis, A.; Graham, M.; Zook, M.","Elsevier Science B.V., Amsterdam.",2014.0,
16.0,"Characterizing a “Big Data” Cohort of Over 200,000 Low-Income U.S. Infants and Children for Obesity Research: The ADVANCE Early Life Cohort","Boone-Heinonen, J.; Tillotson, C. J.; O’Malley, J. P.; Cottrell, E. K.; Gaudino, J. A.; Amofah, A.; Rivo, M. L.; Brickman, A.; Mayer, K.; McBurnie, M. A.",Springer Science + Business Media,2017.0,
17.0,Engaging with big data: Occupational therapy needs to recognise the potential of using linked data to support evidence‐based practice,"Cordier, R.; Ferrante, A.",John Wiley & Sons Ltd,2019.0,
18.0,Datenschutz und Big Data?!?,"Wegener, C.",Springer Science + Business Media,2016.0,
19.0,Assessing Whether “Big Data” Solutions Provide Value For Diagnostics Manufacturers,"Hertz, D.; Gavaghan, M.; Garfield, S.","Elsevier Science B.V., Amsterdam",2014.0,
20.0,Mobile cellular big data: linking cyberspace and the physical world with social ecology,"Xu, F.; Li, Y.; Chen, M.; Chen, S.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2016.0,
21.0,A Novel Data-Driven Situation Awareness Approach for Future Grids&#x2014;Using Large Random Matrices for Big Data Modeling,"He, Xing; Chu, Lei; Qiu, Robert Caiming; Ai, Qian; Ling, Zenan",IEEE,2018.0,
22.0,"Book Review: Big Data: A Revolution That Will Transform How We Live, Work, and Think","Parekh, U.",Information Systems Audit and Control Association,2014.0,
23.0,"Small Wars, Big Data: The Information Revolution in Modern Conflict","Watts, Stephen",TAYLOR & FRANCIS,2020.0,
24.0,An urban big data-based air quality index prediction: A case study of routes planning for outdoor activities in Beijing,Zhiqiang Zou; Tao Cai; Kai Cao,Sage,2020.0,
25.0,Enabling Smart Data: Noise filtering in Big Data classification,"García-Gil, Diego; Luengo, Julián; García, Salvador; Herrera, Francisco","Elsevier Science B.V., Amsterdam.",2019.0,
26.0,Matlab tames big data.,Editor(s),CONCORDE PUBLISHING LTD,2014.0,
27.0,SmallClient for big data: an indexing framework towards fast data retrieval,"Siddiqa, A.",Springer Science + Business Media,2017.0,
28.0,Lives of Data: Essays on Computational Cultures from India—The Transition to Big Data in India,"Kumar, Vikas",ECONOMIC & POLITICAL WEEKLY,2021.0,
29.0,Epidemiology and ‘big data’,"Stricker, B. H.",Springer Science + Business Media,2017.0,
30.0,HPC And ``Big Data'' Apps Tap Floating-Point Number Compression,"Wegener, A.",PENTON PUBLISHING INC,2012.0,
31.0,Text as big data: Develop codes of practice for rigorous computational text analysis in energy social science,"Müller-Hansen, Finn; Callaghan, Max W.; Minx, Jan C.",Elsevier Science B.V. Amsterdam,2020.0,
32.0,Deal watch: 'Big data' deal for diabetes clinical trial modelling,"Harrison, C.",Nature Publishing Group,2012.0,
33.0,"Introduction to Big Data: Challenges, Opportunities, and Realities Minitrack","Kaisler, S.; Armour, F.; Espinosa, J.A.",IEEE,2014.0,
34.0,Reliability Meets Big Data: Opportunities and Challenges,"Meeker, W.Q.; Hong, Y.",Taylor & Francis,2014.0,
35.0,Introduction to Big Data: Scalable Representation and Analytics for Data Science Minitrack,"Kaisler, S.; Armour, F.; Espinosa, A.",IEEE,2013.0,
36.0,"What's the big idea? ""Big Data"" and its origins","Diebold, Francis X.","John Wiley & Sons, Ltd",2021.0,
37.0,Controlling und Big Data: Anforderungen an die Methodenkompetenz,"Seufert, A.",Springer Science + Business Media,2016.0,
38.0,Social Media Big Data-Based Research on the Influencing Factors of Insomnia and Spatiotemporal Evolution,"Liu, Yu",IEEE,2020.0,
39.0,"Contributions of ""big data""","Lorenzo Carrero, J.",Elsevier,2016.0,
40.0,What's the big fuss about `big data'?,"Pope, C.; Halford, S.; Tinati, R.; Weal, M.",Royal Society of Medicine Press,2014.0,
41.0,32.1 CREATING BIG VALUE WITH BIG DATA: PRELIMINARY RESULTS,"Hagoort, K.; Deschamps, P.; Scheepers, F. E.",Elsevier,2016.0,
42.0,Text and Data Mining in the Proposed Copyright Reform: Making the EU Ready for an Age of Big Data?,"Geiger, Christophe; Frosio, Giancarlo; Bulayenko, Oleksandr",Springer Nature,2018.0,
43.0,Networking for big data: part 2 [Guest Editorial],"Yu, S.; Lin, X.; Misic, J.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015.0,
44.0,Voxel Change: Big Data-Based Change Detection for Aerial Urban LiDAR of Unequal Densities,"Aljumaily, Harith; Laefer, Debra F.; Cuadra, Dolores; Velasco, Manuel",ASCE AMERICAN SOCIETY OF CIVIL ENGINEERS,2021.0,
45.0,SOFTWARE TACKLES BIG DATA Lab management software tries to simplify data-rich experiment design,unknown,ACS AMERICAN CHEMICAL SOCIETY,2013.0,
46.0,Networking for Big Data: A Survey,"Yu, S.; Liu, M.; Dou, W.; Liu, X.; Zhou, S.",IEEE,2017.0,
47.0,Is It Still ``Big Data'' If It Fits In My Pocket?,"Campbell, D.",New York; Curran Associates,2011.0,
48.0,Banks and big data: Shopping at the bank,unknown,ECONOMIST NEWSPAPER LTD,2012.0,
49.0,Is a Data-Capacity Gap Inevitable in Big Data Storage?,"Bhat, Wasim Ahmad",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2018.0,
50.0,"Little Fish, Big Data: Zebrafish as a Model for Cardiovascular and Metabolic Disease",Philipp Gut; Sven Reischauer; Didier Y. R. Stainier; Rima Arnaout,American Physiological Society,2017.0,
51.0,Competing with Big Data*,"Prüfer, Jens; Schottmüller, Christoph","John Wiley & Sons, Ltd",2021.0,
52.0,"Book Review: Big Data: A Revolution That Will Transform How We Live, Work, and Think",Andrea Calderaro,Sage Publications Ltd,2015.0,
53.0,The IRS's Big Plans for Big Data.,Ferguson Christopher M.,THE CPA JOURNAL,2021.0,
54.0,Modelling non-stationary 'Big Data',"Castle, Jennifer L.; Doornik, Jurgen A.; Hendry, David F.","Elsevier Science B.V., Amsterdam.",2021.0,
55.0,Use of “big data” in drug discovery and clinical trials,"Taglang, G.; Jackson, D. B.","Elsevier Science B.V., Amsterdam",2016.0,
56.0,"Analyzing behavioral big data: Methodological, practical, ethical, and moral issues","Shmueli, Galit",EXECUTIVE SCIENCES INSTITUTE,2018.0,
57.0,Why the Big Buzz about Big Data?,"Lee, P.",SOCIETY FOR COMPUTERS AND LAW,2012.0,
58.0,INNOVATING USING BIG DATA: A SOCIAL CAPITAL PERSPECTIVE,"Malgonde, O.; Bhattacherjee, A.",Atlanta; Association for Information Systems,2014.0,
59.0,Learning from 'big data': compounds and targets,"Hu, Y.; Bajorath, J.","Elsevier Science B.V., Amsterdam.",2014.0,
60.0,Research Using “Big Data” in Orthopaedic Trauma: A Dynasty of Databases or Finite Research Resource?,"Schoenfeld, Andrew J.",Lippincott Williams and Wilkins,2016.0,
61.0,Processes Meet Big Data: Connecting Data Science with Process Science,"van der Aalst, W.; Damiani, E.",Institute of Electrical & Electronics Engineers,2015.0,
62.0,Acting on Big Data: A Data Scientist Role for Info Pros,"Affelt, A.",Information Today,2014.0,
63.0,"Christaller and ""big data"": recalibrating central place theory via the geoweb","van Meeteren, Michiel; Poorthuis, Ate",Taylor and Francis,2018.0,
64.0,"Exploiting Mobile Big Data: Sources, Features, and Applications","Cheng, X.; Fang, L.; Hong, X.; Yang, L.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2017.0,
65.0,What makes `big data' different from `regular data' within radiology? The easiest answer: when it no longer fits into Excel! [9418-4],unknown,The Society,2015.0,
66.0,Commentaries on Big Data's Importance for Accounting and Auditing,"Griffin,  Paul A.; Wright,  Arnold M.",AMERICAN ACCOUNTING ASSOCIATION,2015.0,
67.0,What's the Big Deal About Big Data?,"Dutton, G.",LAKEWOOD PUBLICATIONS INC,2014.0,
68.0,"Really, Really Big Data: NASA at the Forefront of Analytics","Earley, S.",IEEE,2016.0,
69.0,"Ballmer On Big Data: Microsoft and Google are the only real players, he says",unknown,"CMP PUBLICATIONS, INC.",2011.0,
70.0,"Social networking big data: Opportunities, solutions, and challenges","Peng, Sancheng; Yu, Shui; Mueller, Peter","Elsevier Science B.V., Amsterdam.",2018.0,
71.0,MPTCP Meets Big Data: Customizing Transmission Strategy for Various Data Flows,"Xing, Yitao; Han, Jiangping; Xue, Kaiping; Liu, Jianqing; Pan, Miao; Hong, Peilin",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2020.0,
72.0,"Small fingers, big data: Preschoolers' subitizing speed and accuracy during interactions with multitouch technology","Broda, Michael; Tucker, Stephen; Ekholm, Eric; Johnson, Teri N.; Liang, Qiao",Taylor & Francis,2019.0,
73.0,Do our -big data- in genetic analysis need to get bigger?,"Baker, L. A.",Blackwell Publishing Ltd,2014.0,
74.0,MPI for Big Data: New tricks for an old dog,"LaSalle, D.; Karypis, G.","Elsevier Science B.V., Amsterdam.",2014.0,
75.0,32.1 CREATING BIG VALUE WITH BIG DATA: PRELIMINARY RESULTS,"Hagoort, Karin; Deschamps, Peter; Scheepers, Floortje E.",Elsevier,2016.0,
76.0,Forecasting with Big Data: A Review,"Hassani, H.; Silva, E. S.",Springer Science + Business Media,2015.0,
77.0,"Small Wars, Big Data: The Information Revolution in Modern Conflict","Van der Vorm, Martijn",Taylor & Francis,2020.0,
78.0,DEVELOPING A BIG DATA/ANALYTICS PROJECT: A CASE STUDY IN THE AUTO INDUSTRY,"Cordeiro,  Gabriel; Deschamps,  Fernando; de Lima,  Edson Pinheiro",Institute of Industrial & Systems Engineers,2017.0,
79.0,Toward a Big Data-as-a-Service for Social Networks Graphs Analysis,"Yousfi,  Siham; Chiadmi,  Dalila; Nafis,  Fouad",Springer,2015.0,
80.0,What's the Big Deal About Big Data?,"Sherman, C.",Information Today,2014.0,
81.0,Privacy and Big Data: Scalable Approaches to Sanitize Large Transactional Databases for Sharing,"Menon,  Syam; Sarkar,  Sumit",MIS RESEARCH CENTER - SCHOOL OF MANAGEMENT,2016.0,
82.0,What is Big Data?,"Gordon, K.",Oxford University Press,2013.0,
83.0,The EU data protection reform and the challenges of big data: remaining uncertainties and ways forward,"Gonçalves, Maria Eduarda",Taylor & Francis,2017.0,
84.0,Breaking the ‘big data’ barrier when selecting agricultural export markets: an innovative approach,"Cameron, Martin; Viviers, Wilma; Steenkamp, Ezra",Taylor & Francis,2017.0,
85.0,Entering the 'big data' era in medicinal chemistry: molecular promiscuity analysis revisited,"Hu, Ye; Bajorath, Jürgen",Future Science,2017.0,
86.0,Symposium on big data: introduction,"Davis, John B.; Hands, Wade",Taylor & Francis,2017.0,
87.0,"Semantics Meets Big Data: Formal Models, Practical Issues, Novel Paradigms","Cuzzocrea, A.",Springer,2016.0,
